LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
PRT,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.525723942,
PRT,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.608994992,
PRT,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.882987755,
PRT,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.571006817,
PRT,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.451880731,
PRT,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.820784598,
PRT,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-4.355487705,P
PRT,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-15.11949696,P
PRT,QGDP,TOT,PC_CHGPP,Q,2020-Q3,14.58800122,P
PRT,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.370563245,P
PRT,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-2.570385739,P
PRT,QGDP,TOT,PC_CHGPP,Q,2021-Q2,4.42474298,P
PRT,QGDP,TOT,PC_CHGPP,Q,2021-Q3,2.781923432,P
PRT,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.938735949,P
PRT,QGDP,TOT,PC_CHGPP,Q,2022-Q1,2.382822313,P
PRT,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.127234845,P
PRT,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.398996555,
SWE,QGDP,TOT,PC_CHGPP,A,1961,5.681250832,E
SWE,QGDP,TOT,PC_CHGPP,A,1962,4.259234837,E
SWE,QGDP,TOT,PC_CHGPP,A,1963,5.327898335,E
SWE,QGDP,TOT,PC_CHGPP,A,1964,6.821223035,E
SWE,QGDP,TOT,PC_CHGPP,A,1965,3.821344454,E
SWE,QGDP,TOT,PC_CHGPP,A,1966,2.090898033,E
SWE,QGDP,TOT,PC_CHGPP,A,1967,3.36556737,E
SWE,QGDP,TOT,PC_CHGPP,A,1968,3.638444929,E
SWE,QGDP,TOT,PC_CHGPP,A,1969,5.00905461,E
SWE,QGDP,TOT,PC_CHGPP,A,1970,6.719463712,E
SWE,QGDP,TOT,PC_CHGPP,A,1971,0.642690977,E
SWE,QGDP,TOT,PC_CHGPP,A,1972,2.357291528,E
SWE,QGDP,TOT,PC_CHGPP,A,1973,4.208676465,E
SWE,QGDP,TOT,PC_CHGPP,A,1974,3.246910211,E
SWE,QGDP,TOT,PC_CHGPP,A,1975,2.69725167,E
SWE,QGDP,TOT,PC_CHGPP,A,1976,0.360573654,E
SWE,QGDP,TOT,PC_CHGPP,A,1977,-1.547076475,E
SWE,QGDP,TOT,PC_CHGPP,A,1978,2.0315084,E
SWE,QGDP,TOT,PC_CHGPP,A,1979,4.037575509,E
SWE,QGDP,TOT,PC_CHGPP,A,1980,1.425866434,E
SWE,QGDP,TOT,PC_CHGPP,A,1981,-0.191033692,E
SWE,QGDP,TOT,PC_CHGPP,A,1982,1.241746336,E
SWE,QGDP,TOT,PC_CHGPP,A,1983,1.877891656,E
SWE,QGDP,TOT,PC_CHGPP,A,1984,4.311720468,E
SWE,QGDP,TOT,PC_CHGPP,A,1985,2.216964531,E
SWE,QGDP,TOT,PC_CHGPP,A,1986,2.788005057,E
SWE,QGDP,TOT,PC_CHGPP,A,1987,3.400473601,E
SWE,QGDP,TOT,PC_CHGPP,A,1988,2.601605927,E
SWE,QGDP,TOT,PC_CHGPP,A,1989,2.7461688,E
SWE,QGDP,TOT,PC_CHGPP,A,1990,1.028721777,E
SWE,QGDP,TOT,PC_CHGPP,A,1991,-1.079469324,E
SWE,QGDP,TOT,PC_CHGPP,A,1992,-1.182429589,E
SWE,QGDP,TOT,PC_CHGPP,A,1993,-1.995281372,
SWE,QGDP,TOT,PC_CHGPP,A,1994,3.929944249,
SWE,QGDP,TOT,PC_CHGPP,A,1995,3.935228571,
SWE,QGDP,TOT,PC_CHGPP,A,1996,1.579466528,
SWE,QGDP,TOT,PC_CHGPP,A,1997,3.070538118,
SWE,QGDP,TOT,PC_CHGPP,A,1998,4.311849468,
SWE,QGDP,TOT,PC_CHGPP,A,1999,4.247180703,
SWE,QGDP,TOT,PC_CHGPP,A,2000,4.766367884,
SWE,QGDP,TOT,PC_CHGPP,A,2001,1.449486648,
SWE,QGDP,TOT,PC_CHGPP,A,2002,2.196935042,
SWE,QGDP,TOT,PC_CHGPP,A,2003,2.309838323,
SWE,QGDP,TOT,PC_CHGPP,A,2004,4.336840424,
SWE,QGDP,TOT,PC_CHGPP,A,2005,2.858817787,
SWE,QGDP,TOT,PC_CHGPP,A,2006,4.662782741,
SWE,QGDP,TOT,PC_CHGPP,A,2007,3.439220326,
SWE,QGDP,TOT,PC_CHGPP,A,2008,-0.450571977,
SWE,QGDP,TOT,PC_CHGPP,A,2009,-4.33981057,
SWE,QGDP,TOT,PC_CHGPP,A,2010,5.952109696,
SWE,QGDP,TOT,PC_CHGPP,A,2011,3.195338539,
SWE,QGDP,TOT,PC_CHGPP,A,2012,-0.588292614,
SWE,QGDP,TOT,PC_CHGPP,A,2013,1.187758361,
SWE,QGDP,TOT,PC_CHGPP,A,2014,2.657791071,
SWE,QGDP,TOT,PC_CHGPP,A,2015,4.489273341,
SWE,QGDP,TOT,PC_CHGPP,A,2016,2.070585106,
SWE,QGDP,TOT,PC_CHGPP,A,2017,2.56794011,
SWE,QGDP,TOT,PC_CHGPP,A,2018,1.950013302,
SWE,QGDP,TOT,PC_CHGPP,A,2019,1.986210806,
SWE,QGDP,TOT,PC_CHGPP,A,2020,-2.170226863,
SWE,QGDP,TOT,PC_CHGPP,A,2021,5.075076713,
CHN,QGDP,TOT,PC_CHGPP,A,1992,14.2,
CHN,QGDP,TOT,PC_CHGPP,A,1993,13.9,
CHN,QGDP,TOT,PC_CHGPP,A,1994,13,
CHN,QGDP,TOT,PC_CHGPP,A,1995,11,
CHN,QGDP,TOT,PC_CHGPP,A,1996,9.9,
CHN,QGDP,TOT,PC_CHGPP,A,1997,9.2,
CHN,QGDP,TOT,PC_CHGPP,A,1998,7.8,
CHN,QGDP,TOT,PC_CHGPP,A,1999,7.7,
CHN,QGDP,TOT,PC_CHGPP,A,2000,8.5,
CHN,QGDP,TOT,PC_CHGPP,A,2001,8.3,
CHN,QGDP,TOT,PC_CHGPP,A,2002,9.1,
CHN,QGDP,TOT,PC_CHGPP,A,2003,10,
CHN,QGDP,TOT,PC_CHGPP,A,2004,10.1,
CHN,QGDP,TOT,PC_CHGPP,A,2005,11.4,
CHN,QGDP,TOT,PC_CHGPP,A,2006,12.7,
CHN,QGDP,TOT,PC_CHGPP,A,2007,14.2,
CHN,QGDP,TOT,PC_CHGPP,A,2008,9.7,
CHN,QGDP,TOT,PC_CHGPP,A,2009,9.4,
CHN,QGDP,TOT,PC_CHGPP,A,2010,10.6,
CHN,QGDP,TOT,PC_CHGPP,A,2011,9.6,
CHN,QGDP,TOT,PC_CHGPP,A,2012,7.9,
CHN,QGDP,TOT,PC_CHGPP,A,2013,7.8,
CHN,QGDP,TOT,PC_CHGPP,A,2014,7.4,
CHN,QGDP,TOT,PC_CHGPP,A,2015,7,
CHN,QGDP,TOT,PC_CHGPP,A,2016,6.8,
CHN,QGDP,TOT,PC_CHGPP,A,2017,6.9,
CHN,QGDP,TOT,PC_CHGPP,A,2018,6.7,
CHN,QGDP,TOT,PC_CHGPP,A,2019,6,
CHN,QGDP,TOT,PC_CHGPP,A,2020,2.2,
CHN,QGDP,TOT,PC_CHGPP,A,2021,8.1,
CAN,QGDP,TOT,PC_CHGPP,A,1962,7.425369121,
CAN,QGDP,TOT,PC_CHGPP,A,1963,5.349535957,
CAN,QGDP,TOT,PC_CHGPP,A,1964,6.642882036,
CAN,QGDP,TOT,PC_CHGPP,A,1965,6.316703123,
CAN,QGDP,TOT,PC_CHGPP,A,1966,6.704816363,
CAN,QGDP,TOT,PC_CHGPP,A,1967,3.091360028,
CAN,QGDP,TOT,PC_CHGPP,A,1968,4.995509705,
CAN,QGDP,TOT,PC_CHGPP,A,1969,5.045503796,
CAN,QGDP,TOT,PC_CHGPP,A,1970,2.959969977,
CAN,QGDP,TOT,PC_CHGPP,A,1971,3.970338478,
CAN,QGDP,TOT,PC_CHGPP,A,1972,5.509636876,
CAN,QGDP,TOT,PC_CHGPP,A,1973,6.835819499,
CAN,QGDP,TOT,PC_CHGPP,A,1974,3.280319319,
CAN,QGDP,TOT,PC_CHGPP,A,1975,1.461126554,
CAN,QGDP,TOT,PC_CHGPP,A,1976,5.878737271,
CAN,QGDP,TOT,PC_CHGPP,A,1977,3.438114247,
CAN,QGDP,TOT,PC_CHGPP,A,1978,3.683539078,
CAN,QGDP,TOT,PC_CHGPP,A,1979,3.711133526,
CAN,QGDP,TOT,PC_CHGPP,A,1980,2.155536079,
CAN,QGDP,TOT,PC_CHGPP,A,1981,3.474064895,
CAN,QGDP,TOT,PC_CHGPP,A,1982,-3.187262084,
CAN,QGDP,TOT,PC_CHGPP,A,1983,2.601339447,
CAN,QGDP,TOT,PC_CHGPP,A,1984,5.908457042,
CAN,QGDP,TOT,PC_CHGPP,A,1985,4.737399897,
CAN,QGDP,TOT,PC_CHGPP,A,1986,2.144972051,
CAN,QGDP,TOT,PC_CHGPP,A,1987,4.072959129,
CAN,QGDP,TOT,PC_CHGPP,A,1988,4.410110977,
CAN,QGDP,TOT,PC_CHGPP,A,1989,2.316979303,
CAN,QGDP,TOT,PC_CHGPP,A,1990,0.164672536,
CAN,QGDP,TOT,PC_CHGPP,A,1991,-2.086085477,
CAN,QGDP,TOT,PC_CHGPP,A,1992,0.900259572,
CAN,QGDP,TOT,PC_CHGPP,A,1993,2.660856578,
CAN,QGDP,TOT,PC_CHGPP,A,1994,4.494466214,
CAN,QGDP,TOT,PC_CHGPP,A,1995,2.69397627,
CAN,QGDP,TOT,PC_CHGPP,A,1996,1.619172469,
CAN,QGDP,TOT,PC_CHGPP,A,1997,4.280040078,
CAN,QGDP,TOT,PC_CHGPP,A,1998,3.896151839,
CAN,QGDP,TOT,PC_CHGPP,A,1999,5.162913598,
CAN,QGDP,TOT,PC_CHGPP,A,2000,5.177635689,
CAN,QGDP,TOT,PC_CHGPP,A,2001,1.789972836,
CAN,QGDP,TOT,PC_CHGPP,A,2002,3.018050546,
CAN,QGDP,TOT,PC_CHGPP,A,2003,1.801518098,
CAN,QGDP,TOT,PC_CHGPP,A,2004,3.086980818,
CAN,QGDP,TOT,PC_CHGPP,A,2005,3.204200429,
CAN,QGDP,TOT,PC_CHGPP,A,2006,2.634303812,
CAN,QGDP,TOT,PC_CHGPP,A,2007,2.071825046,
CAN,QGDP,TOT,PC_CHGPP,A,2008,1.004289187,
CAN,QGDP,TOT,PC_CHGPP,A,2009,-2.925955611,
CAN,QGDP,TOT,PC_CHGPP,A,2010,3.089919454,
CAN,QGDP,TOT,PC_CHGPP,A,2011,3.146100495,
CAN,QGDP,TOT,PC_CHGPP,A,2012,1.76096156,
CAN,QGDP,TOT,PC_CHGPP,A,2013,2.329122521,
CAN,QGDP,TOT,PC_CHGPP,A,2014,2.870036041,
CAN,QGDP,TOT,PC_CHGPP,A,2015,0.659176889,
CAN,QGDP,TOT,PC_CHGPP,A,2016,1.001394427,
CAN,QGDP,TOT,PC_CHGPP,A,2017,3.039880194,
CAN,QGDP,TOT,PC_CHGPP,A,2018,2.777040574,
CAN,QGDP,TOT,PC_CHGPP,A,2019,1.879592006,
CAN,QGDP,TOT,PC_CHGPP,A,2020,-5.233024262,
CAN,QGDP,TOT,PC_CHGPP,A,2021,4.540887279,
ITA,QGDP,TOT,PC_CHGPP,Q,1960-Q2,1.467602899,E
ITA,QGDP,TOT,PC_CHGPP,Q,1960-Q3,1.468634793,E
ITA,QGDP,TOT,PC_CHGPP,Q,1960-Q4,0.076755078,E
ITA,QGDP,TOT,PC_CHGPP,Q,1961-Q1,3.582778288,E
ITA,QGDP,TOT,PC_CHGPP,Q,1961-Q2,2.115493108,E
ITA,QGDP,TOT,PC_CHGPP,Q,1961-Q3,2.330642273,E
ITA,QGDP,TOT,PC_CHGPP,Q,1961-Q4,1.913144697,E
ITA,QGDP,TOT,PC_CHGPP,Q,1962-Q1,1.479934673,E
ITA,QGDP,TOT,PC_CHGPP,Q,1962-Q2,1.076640815,E
ITA,QGDP,TOT,PC_CHGPP,Q,1962-Q3,0.600370464,E
ITA,QGDP,TOT,PC_CHGPP,Q,1962-Q4,1.501587062,E
ITA,QGDP,TOT,PC_CHGPP,Q,1963-Q1,0.663827765,E
ITA,QGDP,TOT,PC_CHGPP,Q,1963-Q2,2.741399476,E
ITA,QGDP,TOT,PC_CHGPP,Q,1963-Q3,1.641304821,E
ITA,QGDP,TOT,PC_CHGPP,Q,1963-Q4,1.028412174,E
ITA,QGDP,TOT,PC_CHGPP,Q,1964-Q1,1.482283155,E
ITA,QGDP,TOT,PC_CHGPP,Q,1964-Q2,-1.011876839,E
ITA,QGDP,TOT,PC_CHGPP,Q,1964-Q3,-0.168904093,E
ITA,QGDP,TOT,PC_CHGPP,Q,1964-Q4,-0.418482889,E
ITA,QGDP,TOT,PC_CHGPP,Q,1965-Q1,1.350147107,E
ITA,QGDP,TOT,PC_CHGPP,Q,1965-Q2,1.993828946,E
ITA,QGDP,TOT,PC_CHGPP,Q,1965-Q3,1.332058082,E
ITA,QGDP,TOT,PC_CHGPP,Q,1965-Q4,1.50234531,E
ITA,QGDP,TOT,PC_CHGPP,Q,1966-Q1,0.967116445,E
ITA,QGDP,TOT,PC_CHGPP,Q,1966-Q2,1.424290602,E
ITA,QGDP,TOT,PC_CHGPP,Q,1966-Q3,2.825008494,E
ITA,QGDP,TOT,PC_CHGPP,Q,1966-Q4,0.479191887,E
ITA,QGDP,TOT,PC_CHGPP,Q,1967-Q1,1.995070372,E
ITA,QGDP,TOT,PC_CHGPP,Q,1967-Q2,2.150865879,E
ITA,QGDP,TOT,PC_CHGPP,Q,1967-Q3,1.541055336,E
ITA,QGDP,TOT,PC_CHGPP,Q,1967-Q4,1.975952573,E
ITA,QGDP,TOT,PC_CHGPP,Q,1968-Q1,0.243127406,E
ITA,QGDP,TOT,PC_CHGPP,Q,1968-Q2,2.09466276,E
ITA,QGDP,TOT,PC_CHGPP,Q,1968-Q3,2.404436429,E
ITA,QGDP,TOT,PC_CHGPP,Q,1968-Q4,2.340948619,E
ITA,QGDP,TOT,PC_CHGPP,Q,1969-Q1,1.566157064,E
ITA,QGDP,TOT,PC_CHGPP,Q,1969-Q2,1.805751378,E
ITA,QGDP,TOT,PC_CHGPP,Q,1969-Q3,0.239159209,E
ITA,QGDP,TOT,PC_CHGPP,Q,1969-Q4,-2.021337956,E
ITA,QGDP,TOT,PC_CHGPP,Q,1970-Q1,5.99645822,E
ITA,QGDP,TOT,PC_CHGPP,Q,1970-Q2,0.729986912,E
ITA,QGDP,TOT,PC_CHGPP,Q,1970-Q3,2.006337881,E
ITA,QGDP,TOT,PC_CHGPP,Q,1970-Q4,0.11182118,E
ITA,QGDP,TOT,PC_CHGPP,Q,1971-Q1,-0.523040927,E
ITA,QGDP,TOT,PC_CHGPP,Q,1971-Q2,0.421992045,E
ITA,QGDP,TOT,PC_CHGPP,Q,1971-Q3,1.464775733,E
ITA,QGDP,TOT,PC_CHGPP,Q,1971-Q4,0.56453477,E
ITA,QGDP,TOT,PC_CHGPP,Q,1972-Q1,1.104811466,E
ITA,QGDP,TOT,PC_CHGPP,Q,1972-Q2,-0.045308383,E
ITA,QGDP,TOT,PC_CHGPP,Q,1972-Q3,1.348168499,E
ITA,QGDP,TOT,PC_CHGPP,Q,1972-Q4,0.475253324,E
ITA,QGDP,TOT,PC_CHGPP,Q,1973-Q1,0.901496317,E
ITA,QGDP,TOT,PC_CHGPP,Q,1973-Q2,2.996680537,E
ITA,QGDP,TOT,PC_CHGPP,Q,1973-Q3,3.18178299,E
ITA,QGDP,TOT,PC_CHGPP,Q,1973-Q4,2.442616376,E
ITA,QGDP,TOT,PC_CHGPP,Q,1974-Q1,0.810995874,E
ITA,QGDP,TOT,PC_CHGPP,Q,1974-Q2,0.955063814,E
ITA,QGDP,TOT,PC_CHGPP,Q,1974-Q3,0.16671244,E
ITA,QGDP,TOT,PC_CHGPP,Q,1974-Q4,-2.090374618,E
ITA,QGDP,TOT,PC_CHGPP,Q,1975-Q1,-1.739606011,E
ITA,QGDP,TOT,PC_CHGPP,Q,1975-Q2,-0.051609537,E
ITA,QGDP,TOT,PC_CHGPP,Q,1975-Q3,1.421426377,E
ITA,QGDP,TOT,PC_CHGPP,Q,1975-Q4,1.120331647,E
ITA,QGDP,TOT,PC_CHGPP,Q,1976-Q1,1.761832697,E
ITA,QGDP,TOT,PC_CHGPP,Q,1976-Q2,1.807450363,E
ITA,QGDP,TOT,PC_CHGPP,Q,1976-Q3,2.541459042,E
ITA,QGDP,TOT,PC_CHGPP,Q,1976-Q4,1.734669506,E
ITA,QGDP,TOT,PC_CHGPP,Q,1977-Q1,0.039609619,E
ITA,QGDP,TOT,PC_CHGPP,Q,1977-Q2,-0.55686306,E
ITA,QGDP,TOT,PC_CHGPP,Q,1977-Q3,-0.935347604,E
ITA,QGDP,TOT,PC_CHGPP,Q,1977-Q4,0.856853295,E
ITA,QGDP,TOT,PC_CHGPP,Q,1978-Q1,1.634293921,E
ITA,QGDP,TOT,PC_CHGPP,Q,1978-Q2,1.729759053,E
ITA,QGDP,TOT,PC_CHGPP,Q,1978-Q3,0.526216337,E
ITA,QGDP,TOT,PC_CHGPP,Q,1978-Q4,1.52383092,E
ITA,QGDP,TOT,PC_CHGPP,Q,1979-Q1,1.579975193,E
ITA,QGDP,TOT,PC_CHGPP,Q,1979-Q2,0.727095866,E
ITA,QGDP,TOT,PC_CHGPP,Q,1979-Q3,1.730408441,E
ITA,QGDP,TOT,PC_CHGPP,Q,1979-Q4,2.353893536,E
ITA,QGDP,TOT,PC_CHGPP,Q,1980-Q1,-0.183599872,E
ITA,QGDP,TOT,PC_CHGPP,Q,1980-Q2,0.776049009,E
ITA,QGDP,TOT,PC_CHGPP,Q,1980-Q3,0.083677275,E
ITA,QGDP,TOT,PC_CHGPP,Q,1980-Q4,0.852303473,E
ITA,QGDP,TOT,PC_CHGPP,Q,1981-Q1,-0.570495427,E
ITA,QGDP,TOT,PC_CHGPP,Q,1981-Q2,0.194997387,E
ITA,QGDP,TOT,PC_CHGPP,Q,1981-Q3,0.046310302,E
ITA,QGDP,TOT,PC_CHGPP,Q,1981-Q4,0.811647168,E
ITA,QGDP,TOT,PC_CHGPP,Q,1982-Q1,-0.039523113,E
ITA,QGDP,TOT,PC_CHGPP,Q,1982-Q2,-0.284173742,E
ITA,QGDP,TOT,PC_CHGPP,Q,1982-Q3,-0.053487539,E
ITA,QGDP,TOT,PC_CHGPP,Q,1982-Q4,-0.290768813,E
ITA,QGDP,TOT,PC_CHGPP,Q,1983-Q1,0.279768455,E
ITA,QGDP,TOT,PC_CHGPP,Q,1983-Q2,-0.120408691,E
ITA,QGDP,TOT,PC_CHGPP,Q,1983-Q3,1.862228848,E
ITA,QGDP,TOT,PC_CHGPP,Q,1983-Q4,2.216799557,E
ITA,QGDP,TOT,PC_CHGPP,Q,1984-Q1,-0.196112871,E
ITA,QGDP,TOT,PC_CHGPP,Q,1984-Q2,0.321964637,E
ITA,QGDP,TOT,PC_CHGPP,Q,1984-Q3,1.177467534,E
ITA,QGDP,TOT,PC_CHGPP,Q,1984-Q4,0.01604437,E
ITA,QGDP,TOT,PC_CHGPP,Q,1985-Q1,0.571727581,E
ITA,QGDP,TOT,PC_CHGPP,Q,1985-Q2,1.320883135,E
ITA,QGDP,TOT,PC_CHGPP,Q,1985-Q3,0.801015883,E
ITA,QGDP,TOT,PC_CHGPP,Q,1985-Q4,0.666795973,E
ITA,QGDP,TOT,PC_CHGPP,Q,1986-Q1,0.6231799,E
ITA,QGDP,TOT,PC_CHGPP,Q,1986-Q2,0.646812678,E
ITA,QGDP,TOT,PC_CHGPP,Q,1986-Q3,0.998122617,E
ITA,QGDP,TOT,PC_CHGPP,Q,1986-Q4,0.410590175,E
ITA,QGDP,TOT,PC_CHGPP,Q,1987-Q1,0.40962454,E
ITA,QGDP,TOT,PC_CHGPP,Q,1987-Q2,1.514381795,E
ITA,QGDP,TOT,PC_CHGPP,Q,1987-Q3,0.288641596,E
ITA,QGDP,TOT,PC_CHGPP,Q,1987-Q4,1.075995276,E
ITA,QGDP,TOT,PC_CHGPP,Q,1988-Q1,1.471709696,E
ITA,QGDP,TOT,PC_CHGPP,Q,1988-Q2,0.635269809,E
ITA,QGDP,TOT,PC_CHGPP,Q,1988-Q3,1.313966057,E
ITA,QGDP,TOT,PC_CHGPP,Q,1988-Q4,1.193897196,E
ITA,QGDP,TOT,PC_CHGPP,Q,1989-Q1,0.621204493,E
ITA,QGDP,TOT,PC_CHGPP,Q,1989-Q2,0.432396865,E
ITA,QGDP,TOT,PC_CHGPP,Q,1989-Q3,1.042437027,E
ITA,QGDP,TOT,PC_CHGPP,Q,1989-Q4,1.029139679,E
ITA,QGDP,TOT,PC_CHGPP,Q,1990-Q1,0.398617358,E
ITA,QGDP,TOT,PC_CHGPP,Q,1990-Q2,0.304784304,E
ITA,QGDP,TOT,PC_CHGPP,Q,1990-Q3,0.160344602,E
ITA,QGDP,TOT,PC_CHGPP,Q,1990-Q4,-0.649584431,E
ITA,QGDP,TOT,PC_CHGPP,Q,1991-Q1,1.000022004,E
ITA,QGDP,TOT,PC_CHGPP,Q,1991-Q2,0.542168276,E
ITA,QGDP,TOT,PC_CHGPP,Q,1991-Q3,0.654053656,E
ITA,QGDP,TOT,PC_CHGPP,Q,1991-Q4,0.501144711,E
ITA,QGDP,TOT,PC_CHGPP,Q,1992-Q1,0.447083134,E
ITA,QGDP,TOT,PC_CHGPP,Q,1992-Q2,-0.428149234,E
ITA,QGDP,TOT,PC_CHGPP,Q,1992-Q3,-0.427269227,E
ITA,QGDP,TOT,PC_CHGPP,Q,1992-Q4,-0.399884158,E
ITA,QGDP,TOT,PC_CHGPP,Q,1993-Q1,-0.210920618,E
ITA,QGDP,TOT,PC_CHGPP,Q,1993-Q2,-0.168778725,E
ITA,QGDP,TOT,PC_CHGPP,Q,1993-Q3,-0.238591125,E
ITA,QGDP,TOT,PC_CHGPP,Q,1993-Q4,0.744916512,E
ITA,QGDP,TOT,PC_CHGPP,Q,1994-Q1,0.579154781,E
ITA,QGDP,TOT,PC_CHGPP,Q,1994-Q2,0.832455565,E
ITA,QGDP,TOT,PC_CHGPP,Q,1994-Q3,0.836590705,E
ITA,QGDP,TOT,PC_CHGPP,Q,1994-Q4,0.953883933,E
ITA,QGDP,TOT,PC_CHGPP,Q,1995-Q1,1.02795997,E
ITA,QGDP,TOT,PC_CHGPP,Q,1995-Q2,-0.006417736,E
ITA,QGDP,TOT,PC_CHGPP,Q,1995-Q3,0.674190389,E
ITA,QGDP,TOT,PC_CHGPP,Q,1995-Q4,0.698715235,E
ITA,QGDP,TOT,PC_CHGPP,Q,1996-Q1,0.266556675,
ITA,QGDP,TOT,PC_CHGPP,Q,1996-Q2,-0.129782728,
ITA,QGDP,TOT,PC_CHGPP,Q,1996-Q3,0.123362892,
ITA,QGDP,TOT,PC_CHGPP,Q,1996-Q4,-0.333282708,
ITA,QGDP,TOT,PC_CHGPP,Q,1997-Q1,0.354970203,
ITA,QGDP,TOT,PC_CHGPP,Q,1997-Q2,1.347884028,
ITA,QGDP,TOT,PC_CHGPP,Q,1997-Q3,0.691892734,
ITA,QGDP,TOT,PC_CHGPP,Q,1997-Q4,1.797916923,
ITA,QGDP,TOT,PC_CHGPP,Q,1998-Q1,-0.756014947,
ITA,QGDP,TOT,PC_CHGPP,Q,1998-Q2,0.584501558,
ITA,QGDP,TOT,PC_CHGPP,Q,1998-Q3,0.137618776,
ITA,QGDP,TOT,PC_CHGPP,Q,1998-Q4,-0.548654226,
ITA,QGDP,TOT,PC_CHGPP,Q,1999-Q1,0.689512123,
ITA,QGDP,TOT,PC_CHGPP,Q,1999-Q2,0.346684793,
ITA,QGDP,TOT,PC_CHGPP,Q,1999-Q3,0.882519021,
ITA,QGDP,TOT,PC_CHGPP,Q,1999-Q4,1.462181135,
ITA,QGDP,TOT,PC_CHGPP,Q,2000-Q1,1.112893605,
ITA,QGDP,TOT,PC_CHGPP,Q,2000-Q2,0.816881619,
ITA,QGDP,TOT,PC_CHGPP,Q,2000-Q3,0.614603727,
ITA,QGDP,TOT,PC_CHGPP,Q,2000-Q4,1.501155012,
ITA,QGDP,TOT,PC_CHGPP,Q,2001-Q1,0.595756384,
ITA,QGDP,TOT,PC_CHGPP,Q,2001-Q2,-0.350156186,
ITA,QGDP,TOT,PC_CHGPP,Q,2001-Q3,-0.31675082,
ITA,QGDP,TOT,PC_CHGPP,Q,2001-Q4,-0.199735202,
ITA,QGDP,TOT,PC_CHGPP,Q,2002-Q1,0.165912888,
ITA,QGDP,TOT,PC_CHGPP,Q,2002-Q2,0.362171875,
ITA,QGDP,TOT,PC_CHGPP,Q,2002-Q3,0.204819055,
ITA,QGDP,TOT,PC_CHGPP,Q,2002-Q4,0.424185025,
ITA,QGDP,TOT,PC_CHGPP,Q,2003-Q1,-0.354571079,
ITA,QGDP,TOT,PC_CHGPP,Q,2003-Q2,-0.132972305,
ITA,QGDP,TOT,PC_CHGPP,Q,2003-Q3,-0.083619116,
ITA,QGDP,TOT,PC_CHGPP,Q,2003-Q4,0.88070564,
ITA,QGDP,TOT,PC_CHGPP,Q,2004-Q1,0.263446372,
ITA,QGDP,TOT,PC_CHGPP,Q,2004-Q2,0.396487249,
ITA,QGDP,TOT,PC_CHGPP,Q,2004-Q3,-0.053439978,
ITA,QGDP,TOT,PC_CHGPP,Q,2004-Q4,0.32013714,
ITA,QGDP,TOT,PC_CHGPP,Q,2005-Q1,-0.257359459,
ITA,QGDP,TOT,PC_CHGPP,Q,2005-Q2,0.80963994,
ITA,QGDP,TOT,PC_CHGPP,Q,2005-Q3,0.634992261,
ITA,QGDP,TOT,PC_CHGPP,Q,2005-Q4,0.153526917,
ITA,QGDP,TOT,PC_CHGPP,Q,2006-Q1,0.149610197,
ITA,QGDP,TOT,PC_CHGPP,Q,2006-Q2,0.70757194,
ITA,QGDP,TOT,PC_CHGPP,Q,2006-Q3,0.479358063,
ITA,QGDP,TOT,PC_CHGPP,Q,2006-Q4,1.296625507,
ITA,QGDP,TOT,PC_CHGPP,Q,2007-Q1,-0.274261556,
ITA,QGDP,TOT,PC_CHGPP,Q,2007-Q2,0.271710179,
ITA,QGDP,TOT,PC_CHGPP,Q,2007-Q3,0.208515152,
ITA,QGDP,TOT,PC_CHGPP,Q,2007-Q4,-0.359101905,
ITA,QGDP,TOT,PC_CHGPP,Q,2008-Q1,1.165336477,
ITA,QGDP,TOT,PC_CHGPP,Q,2008-Q2,-0.949721102,
ITA,QGDP,TOT,PC_CHGPP,Q,2008-Q3,-1.26543473,
ITA,QGDP,TOT,PC_CHGPP,Q,2008-Q4,-2.738237213,
ITA,QGDP,TOT,PC_CHGPP,Q,2009-Q1,-2.494448191,
ITA,QGDP,TOT,PC_CHGPP,Q,2009-Q2,-0.49823318,
ITA,QGDP,TOT,PC_CHGPP,Q,2009-Q3,0.634255433,
ITA,QGDP,TOT,PC_CHGPP,Q,2009-Q4,0.32998136,
ITA,QGDP,TOT,PC_CHGPP,Q,2010-Q1,0.340682079,
ITA,QGDP,TOT,PC_CHGPP,Q,2010-Q2,0.69666975,
ITA,QGDP,TOT,PC_CHGPP,Q,2010-Q3,0.445766135,
ITA,QGDP,TOT,PC_CHGPP,Q,2010-Q4,0.535782161,
ITA,QGDP,TOT,PC_CHGPP,Q,2011-Q1,0.518360415,
